Plasmid_1	organism_ID1	plasmid_clust1	Plasmid_2	plasmid_clust2	organism_ID2	ANI	aligned_fragments	fragments	Alignment_fraction	Alignment_fraction_perc	Same_cluster_1	Self_comparison	Multi_plasmid_isolate
CP084594.1	91	4	AP020329.1	6	24	82.2067	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	AP022585.1	U	125	82.0678	12	79	0.151898734	15.1898734	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP015277.1	6	86	81.3158	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP084597.1	6	91	81.2535	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP012888.2	6	83	81.1994	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP022225.1	6	88	81.1994	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP084596.1	23	91	81.1192	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP084590.1	23	92	81.1191	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP015271.1	6	85	80.927	8	79	0.101265823	10.1265823	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP045967.1	23	90	80.8033	10	79	0.126582278	12.6582278	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP015276.1	23	86	80.6778	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	LT703508.1	23	93	80.5448	11	79	0.139240506	13.9240506	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP092425.2	23	105	80.3746	9	79	0.113924051	11.3924051	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP023152.1	25	89	75.8705	18	79	0.227848101	22.7848101	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	AP012556.1	25	25	75.5177	19	79	0.240506329	24.0506329	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP076859.1	25	17	75.4373	20	79	0.253164557	25.3164557	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP076857.1	25	18	75.3425	21	79	0.265822785	26.5822785	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	AP022607.1	U	44	74.2302	26	79	0.329113924	32.9113924	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP003054.1	U	284	74.0619	18	79	0.227848101	22.7848101	Not_Same_Cluster	Different_Contig	Yes
CP084594.1	91	4	CP079879.1	U	166	73.7207	1	79	0.012658228	1.2658228	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP084595.1	13	91	100	64	64	1	100	13	Same_Contig	Yes
CP084595.1	91	13	CP019222.1	13	84	99.9893	64	64	1	100	13	Different_Contig	Yes
CP084595.1	91	13	CP015275.1	13	86	99.9796	64	64	1	100	13	Different_Contig	Yes
CP084595.1	91	13	LT703510.1	13	93	99.979	63	64	0.984375	98.4375	13	Different_Contig	Yes
CP084595.1	91	13	CP045966.1	13	90	99.9667	64	64	1	100	13	Different_Contig	Yes
CP084595.1	91	13	CP016642.1	U	157	82.9898	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP122999.1	U	274	82.7211	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP103314.1	U	286	82.1175	11	64	0.171875	17.1875	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP036222.2	26	20	82.0567	12	64	0.1875	18.75	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP009406.2	26	13	82.0567	12	64	0.1875	18.75	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP023148.1	U	124	81.6752	9	64	0.140625	14.0625	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP065270.1	5	225	79.3689	11	64	0.171875	17.1875	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP065281.1	5	231	79.264	10	64	0.15625	15.625	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP016643.1	8	157	79.0535	13	64	0.203125	20.3125	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP063325.1	U	218	78.6818	9	64	0.140625	14.0625	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP080335.1	U	317	78.5681	14	64	0.21875	21.875	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	CP063323.1	8	216	78.4805	13	64	0.203125	20.3125	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	AP022611.1	U	307	73.7833	14	64	0.21875	21.875	Not_Same_Cluster	Different_Contig	Yes
CP084595.1	91	13	AP022607.1	U	44	73.5483	15	64	0.234375	23.4375	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	LT703508.1	23	93	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP084596.1	91	23	CP045967.1	23	90	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP084596.1	91	23	CP084590.1	23	92	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP084596.1	91	23	CP084596.1	23	91	100	42	42	1	100	23	Same_Contig	Yes
CP084596.1	91	23	CP015276.1	23	86	100	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP084596.1	91	23	CP092425.2	23	105	99.669	41	42	0.976190476	97.6190476	23	Different_Contig	Yes
CP084596.1	91	23	CP045968.1	6	90	86.5018	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP015271.1	6	85	86.3632	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP022225.1	6	88	86.2938	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP015277.1	6	86	85.916	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP020329.1	6	24	85.6928	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP012888.2	6	83	85.6136	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP084589.1	6	92	85.5696	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP084597.1	6	91	84.592	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP076861.1	6	17	83.6496	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP045965.1	4	90	82.3401	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP084594.1	4	91	82.3305	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	LT703509.1	4	93	81.8578	10	42	0.238095238	23.8095238	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP059001.1	18	16	80.0056	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP040254.1	18	23	79.9817	14	42	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP040248.1	18	21	79.7521	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP023150.1	18	59	79.6372	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP040246.1	18	22	79.5643	15	42	0.357142857	35.7142857	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP065049.1	U	103	79.2923	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP024252.1	18	131	79.1785	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP022585.1	U	125	78.892	13	42	0.30952381	30.952381	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP076857.1	25	18	78.2234	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP003054.1	U	284	75.1189	12	42	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP025525.1	1	154	74.264	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP092363.2	U	286	74.2627	11	42	0.261904762	26.1904762	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP022607.1	U	44	74.0623	17	42	0.404761905	40.4761905	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	AP022571.1	U	322	74.0326	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP084596.1	91	23	CP015597.1	U	171	73.5302	9	42	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP084597.1	6	91	100	26	26	1	100	6	Same_Contig	Yes
CP084597.1	91	6	AP020329.1	6	24	100	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP084597.1	91	6	CP015277.1	6	86	99.9956	26	26	1	100	6	Different_Contig	Yes
CP084597.1	91	6	CP084589.1	6	92	99.9956	26	26	1	100	6	Different_Contig	Yes
CP084597.1	91	6	CP022225.1	6	88	99.9954	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP084597.1	91	6	CP045968.1	6	90	99.9929	26	26	1	100	6	Different_Contig	Yes
CP084597.1	91	6	CP015271.1	6	85	99.8285	25	26	0.961538462	96.1538462	6	Different_Contig	Yes
CP084597.1	91	6	CP012888.2	6	83	99.7595	26	26	1	100	6	Different_Contig	Yes
CP084597.1	91	6	CP076861.1	6	17	96.2234	21	26	0.807692308	80.7692308	6	Different_Contig	Yes
CP084597.1	91	6	CP092425.2	23	105	86.0607	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP084596.1	23	91	85.5545	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	LT703508.1	23	93	85.4241	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP015276.1	23	86	85.3923	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP084590.1	23	92	85.3295	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP045967.1	23	90	85.0048	13	26	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP023150.1	18	59	84.7019	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP059001.1	18	16	84.4939	11	26	0.423076923	42.3076923	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP040254.1	18	23	83.8363	13	26	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP040246.1	18	22	83.8363	13	26	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP024252.1	18	131	83.7907	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP065049.1	U	103	83.2051	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP020328.1	7	24	83.0906	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP040248.1	18	21	82.6748	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP045965.1	4	90	81.6887	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP015270.1	7	85	81.61	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP084594.1	4	91	81.5466	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	LT703509.1	4	93	81.5466	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP022224.1	7	88	81.4438	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP015274.1	4	86	81.1609	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP019223.1	4	84	81.1609	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP012887.2	U	83	80.9956	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP023152.1	25	89	80.9797	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP076857.1	25	18	79.7305	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP022585.1	U	125	78.2814	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP025549.1	U	130	78.2802	8	26	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP040253.1	17	23	77.7651	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP040249.1	17	21	77.7651	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP025526.1	U	154	77.5213	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP025547.1	U	130	76.6289	7	26	0.269230769	26.9230769	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP084591.1	3	92	76.3602	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP065281.1	5	231	75.7046	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP065270.1	5	225	75.6676	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP025525.1	1	154	74.9704	9	26	0.346153846	34.6153846	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP080335.1	U	317	74.179	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP015597.1	U	171	73.6779	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP022607.1	U	44	73.573	12	26	0.461538462	46.1538462	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP003079.1	U	161	73.5718	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP003054.1	U	284	73.5441	10	26	0.384615385	38.4615385	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP022592.1	U	273	73.5014	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	AP022602.1	U	51	73.4578	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP084597.1	91	6	CP012886.2	U	83	73.3663	6	26	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP085201.1	174	28	CP085201.1	28	174	100	204	323	0.631578947	63.1578947	28	Same_Contig	No
CP085201.1	174	28	CP103312.1	28	176	99.9762	137	323	0.424148607	42.4148607	28	Different_Contig	No
CP085201.1	174	28	BX649209.1	28	178	99.8321	162	323	0.501547988	50.1547988	28	Different_Contig	No
CP085201.1	174	28	EU271968.1	28	112	99.3043	147	323	0.455108359	45.5108359	28	Different_Contig	No
CP085201.1	174	28	AP017625.1	28	179	98.9833	121	323	0.374613003	37.4613003	28	Different_Contig	No
CP085201.1	174	28	CP083742.1	28	175	98.9726	108	323	0.334365325	33.4365325	28	Different_Contig	No
CP085201.1	174	28	AP026368.1	28	143	98.8504	102	323	0.315789474	31.5789474	28	Different_Contig	No
CP085920.1	236	19	CP085920.1	19	236	100	46	46	1	100	19	Same_Contig	No
CP085920.1	236	19	CU458745.1	19	214	99.9943	46	46	1	100	19	Different_Contig	No
CP085920.1	236	19	CP000895.1	19	123	99.9198	45	46	0.97826087	97.826087	19	Different_Contig	No
CP085920.1	236	19	CP034180.1	19	182	99.8533	30	46	0.652173913	65.2173913	19	Different_Contig	No
CP085920.1	236	19	CP065270.1	5	225	89.8991	21	46	0.456521739	45.6521739	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP065281.1	5	231	89.7905	20	46	0.434782609	43.4782609	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP063322.1	U	216	89.0694	24	46	0.52173913	52.173913	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP004375.1	31	240	85.4378	13	46	0.282608696	28.2608696	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP103314.1	U	286	83.2299	9	46	0.195652174	19.5652174	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP079866.1	U	167	81.6197	14	46	0.304347826	30.4347826	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP079873.1	U	166	81.6022	13	46	0.282608696	28.2608696	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP122998.1	U	274	81.4502	14	46	0.304347826	30.4347826	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP025526.1	U	154	80.023	10	46	0.217391304	21.7391304	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP122999.1	U	274	77.8627	7	46	0.152173913	15.2173913	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP003054.1	U	284	77.6211	21	46	0.456521739	45.6521739	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP063325.1	U	218	76.8791	8	46	0.173913043	17.3913043	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP025527.1	U	154	76.4874	9	46	0.195652174	19.5652174	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP025525.1	1	154	74.1798	16	46	0.347826087	34.7826087	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP022611.1	U	307	73.9789	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP022592.1	U	273	73.9205	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP012886.2	U	83	73.6303	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	CP025547.1	U	130	73.6011	11	46	0.239130435	23.9130435	Not_Same_Cluster	Different_Contig	No
CP085920.1	236	19	AP022607.1	U	44	73.5258	17	46	0.369565217	36.9565217	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP024261.1	9	67	100	48	49	0.979591837	97.9591837	9	Different_Contig	No
CP085946.1	58	9	CP085946.1	9	58	100	49	49	1	100	9	Same_Contig	No
CP085946.1	58	9	AP024263.1	9	68	100	48	49	0.979591837	97.9591837	9	Different_Contig	No
CP085946.1	58	9	AP024249.1	9	65	99.9857	49	49	1	100	9	Different_Contig	No
CP085946.1	58	9	CP065048.1	9	103	99.9717	49	49	1	100	9	Different_Contig	No
CP085946.1	58	9	AP024267.1	9	61	99.965	48	49	0.979591837	97.9591837	9	Different_Contig	No
CP085946.1	58	9	AP024242.1	9	64	99.9523	49	49	1	100	9	Different_Contig	No
CP085946.1	58	9	AP024246.1	9	66	99.9143	49	49	1	100	9	Different_Contig	No
CP085946.1	58	9	AP025526.1	U	154	88.9357	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP022571.1	U	322	87.6996	15	49	0.306122449	30.6122449	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	CP092424.2	U	105	79.9346	18	49	0.367346939	36.7346939	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP026368.1	28	143	78.5735	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP025525.1	1	154	75.8834	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	CP003054.1	U	284	75.416	16	49	0.326530612	32.6530612	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	CP092428.2	U	326	74.2944	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP022592.1	U	273	73.9495	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	No
CP085946.1	58	9	AP022607.1	U	44	73.5357	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP089217.1	24	99	100	36	36	1	100	24	Same_Contig	No
CP089217.1	99	24	CP089219.1	24	100	99.9833	36	36	1	100	24	Different_Contig	No
CP089217.1	99	24	CP040249.1	17	21	92.6284	11	36	0.305555556	30.5555556	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP040253.1	17	23	92.6284	11	36	0.305555556	30.5555556	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP040245.1	17	22	92.424	9	36	0.25	25	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	AP025528.1	29	154	88.6993	22	36	0.611111111	61.1111111	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP025550.1	29	130	84.9703	13	36	0.361111111	36.1111111	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP003054.1	U	284	74.3633	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP097321.1	U	4	74.3066	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	AP025525.1	1	154	74.0367	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	AP022607.1	U	44	73.4965	12	36	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP076857.1	25	18	73.4822	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	CP076859.1	25	17	73.4822	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089217.1	99	24	AP012556.1	25	25	73.4822	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	CP089219.1	24	100	100	36	36	1	100	24	Same_Contig	No
CP089219.1	100	24	CP089217.1	24	99	99.9689	36	36	1	100	24	Different_Contig	No
CP089219.1	100	24	CP040249.1	17	21	92.1676	10	36	0.277777778	27.7777778	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	CP040253.1	17	23	92.1506	9	36	0.25	25	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	CP040245.1	17	22	90.2892	10	36	0.277777778	27.7777778	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	AP025528.1	29	154	88.3794	22	36	0.611111111	61.1111111	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	CP025550.1	29	130	84.445	13	36	0.361111111	36.1111111	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	AP025525.1	1	154	74.103	8	36	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	No
CP089219.1	100	24	AP022607.1	U	44	73.4682	9	36	0.25	25	Not_Same_Cluster	Different_Contig	No
CP092363.2	286	U	CP092363.2	U	286	100	398	398	1	100	Unclustered	Same_Contig	Yes
CP092363.2	286	U	CP003054.1	U	284	79.918	124	398	0.311557789	31.1557789	Unclustered	Different_Contig	Yes
CP092363.2	286	U	CP092428.2	U	326	79.8695	134	398	0.336683417	33.6683417	Unclustered	Different_Contig	Yes
CP092363.2	286	U	AP025525.1	1	154	75.3159	85	398	0.213567839	21.3567839	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	CP063322.1	U	216	75.0135	15	398	0.037688442	3.7688442	Unclustered	Different_Contig	Yes
CP092363.2	286	U	CP045967.1	23	90	74.7339	9	398	0.022613065	2.2613065	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	CP092425.2	23	105	74.7339	9	398	0.022613065	2.2613065	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	LT703508.1	23	93	74.7339	9	398	0.022613065	2.2613065	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	CP084590.1	23	92	74.7339	9	398	0.022613065	2.2613065	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	CP015276.1	23	86	74.7339	9	398	0.022613065	2.2613065	Not_Same_Cluster	Different_Contig	Yes
CP092363.2	286	U	AP022607.1	U	44	73.8517	119	398	0.298994975	29.8994975	Unclustered	Different_Contig	Yes
CP092363.2	286	U	CP079877.1	U	166	73.6308	2	398	0.005025126	0.5025126	Unclustered	Different_Contig	Yes
CP092366.2	262	U	CP092366.2	U	262	100	29	29	1	100	Unclustered	Same_Contig	No
CP092366.2	262	U	CP003081.1	U	161	75.7813	6	29	0.206896552	20.6896552	Unclustered	Different_Contig	No
CP092366.2	262	U	JQ657805.1	1	98	74.4117	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	AP025525.1	1	154	74.2932	7	29	0.24137931	24.137931	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	CP059000.1	25	16	74.2849	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	CP076857.1	25	18	74.2849	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	CP076859.1	25	17	74.2849	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	AP012556.1	25	25	74.2849	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	AP022607.1	U	44	73.9324	13	29	0.448275862	44.8275862	Unclustered	Different_Contig	No
CP092366.2	262	U	CP032156.1	U	158	73.6579	8	29	0.275862069	27.5862069	Unclustered	Different_Contig	No
CP092366.2	262	U	CP040245.1	17	22	73.6466	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	CP040253.1	17	23	73.6466	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	CP040249.1	17	21	73.6466	6	29	0.206896552	20.6896552	Not_Same_Cluster	Different_Contig	No
CP092366.2	262	U	AP020327.1	U	24	73.5602	8	29	0.275862069	27.5862069	Unclustered	Different_Contig	No
CP092366.2	262	U	CP003054.1	U	284	73.5388	10	29	0.344827586	34.4827586	Unclustered	Different_Contig	No
CP092366.2	262	U	CP012886.2	U	83	73.538	7	29	0.24137931	24.137931	Unclustered	Different_Contig	No
CP092366.2	262	U	CP003079.1	U	161	73.5052	7	29	0.24137931	24.137931	Unclustered	Different_Contig	No
CP092424.2	105	U	CP092424.2	U	105	100	449	449	1	100	Unclustered	Same_Contig	Yes
CP092424.2	105	U	AP024261.1	9	67	80.3081	17	449	0.037861915	3.7861915	Not_Same_Cluster	Different_Contig	Yes
CP092424.2	105	U	AP024249.1	9	65	80.1988	18	449	0.040089087	4.0089087	Not_Same_Cluster	Different_Contig	Yes
CP092424.2	105	U	CP085946.1	9	58	80.1988	18	449	0.040089087	4.0089087	Not_Same_Cluster	Different_Contig	Yes
CP092424.2	105	U	AP024263.1	9	68	80.1988	18	449	0.040089087	4.0089087	Not_Same_Cluster	Different_Contig	Yes
CP092424.2	105	U	AP024242.1	9	64	80.1987	18	449	0.040089087	4.0089087	Not_Same_Cluster	Different_Contig	Yes
